      Skeleton      	     bodyID      	 Motion 	  Rate  
S011C003P018R002A001	72057594037932860	0.582261	1.000000
S011C003P018R002A002	72057594037932860	1.607888	0.978261
S011C003P018R002A003	72057594037932860	0.512422	1.000000
S012C002P017R002A010	72057594037933878	0.070751	1.000000
S012C003P008R002A007	72057594037933719	0.074002	1.000000
S012C003P008R002A008	72057594037933719	0.072990	0.945652
S012C003P027R002A008	72057594037929181	0.063245	1.000000
S012C003P037R001A010	72057594037931945	0.058374	0.985075
S013C003P008R002A024	72057594037934302	0.086332	0.854545
S013C003P008R002A027	72057594037934302	0.087471	0.750000
S013C003P008R002A034	72057594037934302	0.096161	0.859649
S013C003P008R002A040	72057594037934302	0.082745	0.873016
S013C003P018R001A023	72057594037934315	0.072479	1.000000
S013C003P018R001A024	72057594037934315	0.073139	1.000000
S013C003P018R001A026	72057594037934315	0.073407	1.000000
S013C003P018R001A027	72057594037934315	0.073033	1.000000
S013C003P018R001A029	72057594037934315	0.073884	1.000000
S013C003P018R001A031	72057594037934315	0.071608	1.000000
S013C003P018R001A034	72057594037934315	0.074680	1.000000
S013C003P018R001A035	72057594037934315	0.074187	1.000000
S013C003P018R001A036	72057594037934315	0.073139	1.000000
S013C003P018R001A039	72057594037934315	0.073705	1.000000
S013C003P018R001A040	72057594037934315	0.075297	1.000000
S013C003P018R002A031	72057594037934386	0.122475	1.000000
S013C003P018R002A034	72057594037934386	0.108500	1.000000
S013C003P018R002A035	72057594037934386	0.119844	1.000000
S013C003P018R002A036	72057594037934386	0.118591	1.000000
S013C003P018R002A039	72057594037934386	0.126180	1.000000
S013C003P018R002A040	72057594037934386	0.112155	1.000000
S014C002P008R001A002	72057594037930606	0.067509	0.985294
S014C002P015R001A001	72057594037932114	0.106694	0.952381
S014C003P025R001A023	72057594037928923	0.074431	1.000000
S014C003P025R001A024	72057594037928923	0.074270	1.000000
S014C003P025R001A026	72057594037928923	0.071632	1.000000
S014C003P025R001A027	72057594037928923	0.081157	1.000000
S014C003P025R001A029	72057594037928923	0.082384	1.000000
S014C003P025R001A031	72057594037928923	0.077617	1.000000
S014C003P025R001A034	72057594037928923	0.081923	1.000000
S014C003P025R001A035	72057594037928923	0.078142	1.000000
S014C003P025R001A036	72057594037928923	0.084419	1.000000
S014C003P025R001A039	72057594037928923	0.088977	1.000000
S014C003P025R001A040	72057594037928923	0.077229	1.000000
S014C003P025R002A001	72057594037928923	0.082721	1.000000
S014C003P025R002A002	72057594037928923	0.080896	1.000000
S014C003P025R002A003	72057594037928923	0.095752	1.000000
S014C003P025R002A005	72057594037928923	0.078675	1.000000
S014C003P025R002A006	72057594037928923	0.074811	1.000000
S014C003P025R002A007	72057594037928923	0.085764	1.000000
S014C003P025R002A008	72057594037928923	0.081845	1.000000
S014C003P025R002A009	72057594037928923	0.088612	1.000000
S014C003P025R002A010	72057594037928923	0.077720	1.000000
S014C003P027R002A008	72057594037933003	0.065219	0.931034
S015C003P016R002A008	72057594037932964	0.110397	0.903846
S015C003P019R001A001	72057594037930301	0.107341	1.000000
S015C003P019R001A002	72057594037930301	0.109674	1.000000
S015C003P019R001A003	72057594037930301	0.115075	0.992248
S015C003P019R001A005	72057594037930301	0.104390	1.000000
S015C003P019R001A006	72057594037930301	0.107070	1.000000
S015C003P019R001A007	72057594037930301	0.105057	1.000000
S015C003P019R001A008	72057594037930301	0.106873	0.986667
S015C003P019R001A009	72057594037930301	0.103756	1.000000
S015C003P019R001A010	72057594037930301	0.103789	0.975309
S015C003P025R002A001	72057594037930301	0.110297	1.000000
S015C003P025R002A002	72057594037930301	0.106128	1.000000
S015C003P025R002A003	72057594037930301	0.111205	1.000000
S015C003P025R002A005	72057594037930301	0.107260	1.000000
S015C003P025R002A006	72057594037930301	0.111276	1.000000
S015C003P025R002A007	72057594037930301	0.113219	1.000000
S015C003P025R002A008	72057594037930301	0.108489	1.000000
S015C003P025R002A009	72057594037930301	0.117504	0.986486
S015C003P025R002A010	72057594037930301	0.107048	1.000000
S015C003P025R002A023	72057594037930301	0.109397	1.000000
S015C003P025R002A024	72057594037930301	0.110069	0.987342
S015C003P025R002A026	72057594037930301	0.114775	1.000000
S015C003P025R002A027	72057594037930301	0.115331	1.000000
S015C003P025R002A029	72057594037930301	0.107460	1.000000
S015C003P025R002A031	72057594037930301	0.106596	1.000000
S015C003P025R002A035	72057594037930301	0.108190	1.000000
S015C003P025R002A039	72057594037930301	0.105835	1.000000
S015C003P025R002A040	72057594037930301	0.108384	1.000000
S016C001P007R001A010	72057594037933896	0.044088	1.000000
S016C001P007R001A023	72057594037933896	0.043869	1.000000
S016C001P007R001A024	72057594037933896	0.051200	1.000000
S016C001P007R001A026	72057594037933896	0.043841	1.000000
S016C001P007R001A027	72057594037933896	0.040208	1.000000
S016C001P007R001A029	72057594037933896	0.041746	1.000000
S016C001P007R001A031	72057594037933896	0.039060	1.000000
S016C001P007R001A034	72057594037933896	0.039237	1.000000
S016C001P007R001A035	72057594037933896	0.045936	1.000000
S016C001P007R001A036	72057594037933896	0.044214	1.000000
S016C001P007R001A039	72057594037933896	0.043944	1.000000
S016C001P007R001A040	72057594037933896	0.044467	1.000000
S016C001P007R002A001	72057594037933896	0.046010	1.000000
S016C001P007R002A002	72057594037933896	0.038492	1.000000
S016C001P007R002A003	72057594037933896	0.042632	1.000000
S016C001P007R002A005	72057594037933896	0.043456	1.000000
S016C001P007R002A006	72057594037933896	0.042278	1.000000
S016C001P007R002A007	72057594037933896	0.046241	1.000000
S016C001P007R002A008	72057594037933896	0.096045	0.740000
S016C001P008R002A034	72057594037934861	0.094712	0.878788
S016C001P008R002A035	72057594037934861	0.089829	0.700000
S016C003P007R002A010	72057594037932623	0.076696	0.925000
S016C003P007R002A023	72057594037932623	0.076605	1.000000
S016C003P007R002A024	72057594037932623	0.068173	0.984615
S016C003P007R002A026	72057594037932623	0.073900	0.980769
S016C003P007R002A027	72057594037932623	0.065753	0.934426
S016C003P007R002A029	72057594037932623	0.073849	1.000000
S016C003P007R002A031	72057594037932623	0.073908	1.000000
S016C003P007R002A034	72057594037932623	0.075064	1.000000
S016C003P007R002A035	72057594037932623	0.075817	1.000000
S016C003P007R002A036	72057594037932623	0.074853	1.000000
S016C003P007R002A039	72057594037932623	0.075711	1.000000
S016C003P007R002A040	72057594037932623	0.076575	1.000000
S016C003P008R001A001	72057594037932791	0.072318	1.000000
S016C003P008R001A001	72057594037932623	0.059829	1.000000
S016C003P008R001A002	72057594037932791	0.062736	1.000000
S016C003P008R001A002	72057594037932623	0.073242	1.000000
S016C003P008R001A003	72057594037932791	0.068546	1.000000
S016C003P008R001A003	72057594037932623	0.074534	1.000000
S016C003P008R001A005	72057594037932791	0.064215	1.000000
S016C003P008R001A005	72057594037932623	0.077894	1.000000
S016C003P008R001A006	72057594037932791	0.056631	1.000000
S016C003P008R001A006	72057594037932623	0.074929	1.000000
S016C003P008R001A007	72057594037932791	0.072808	1.000000
S016C003P008R001A007	72057594037932623	0.076051	1.000000
S016C003P008R001A008	72057594037932791	0.063028	0.828571
S016C003P008R001A009	72057594037932791	0.067719	1.000000
S016C003P008R001A010	72057594037932791	0.064667	0.884615
S016C003P008R001A023	72057594037932791	0.085966	1.000000
S016C003P008R001A024	72057594037932791	0.073542	0.982143
S016C003P008R001A026	72057594037932791	0.048209	1.000000
S016C003P008R001A027	72057594037932791	0.041893	0.983871
S016C003P008R001A029	72057594037932791	0.077326	1.000000
S016C003P008R001A031	72057594037932791	0.072256	1.000000
S016C003P008R001A034	72057594037932791	0.070013	1.000000
S016C003P008R001A035	72057594037932791	0.073548	1.000000
S016C003P008R001A036	72057594037932791	0.083736	1.000000
S016C003P008R001A039	72057594037932791	0.075843	1.000000
S016C003P008R001A040	72057594037932791	0.063148	1.000000
S016C003P008R002A001	72057594037932791	0.051361	1.000000
S016C003P008R002A005	72057594037932791	0.065339	1.000000
S016C003P008R002A007	72057594037932791	0.079039	1.000000
S016C003P008R002A008	72057594037932791	0.077128	1.000000
S016C003P008R002A010	72057594037932791	0.072003	1.000000
S016C003P008R002A023	72057594037932791	0.061103	0.984848
S016C003P008R002A024	72057594037932791	0.054047	1.000000
S016C003P008R002A026	72057594037932791	0.070160	1.000000
S016C003P008R002A027	72057594037932791	0.063278	1.000000
S016C003P008R002A029	72057594037932791	0.069704	1.000000
S016C003P008R002A031	72057594037932791	0.067007	1.000000
S016C003P008R002A034	72057594037932791	0.067182	1.000000
S016C003P008R002A035	72057594037932791	0.064623	1.000000
S016C003P008R002A036	72057594037932791	0.081338	1.000000
S016C003P008R002A039	72057594037932791	0.081270	1.000000
S016C003P008R002A040	72057594037932791	0.074860	1.000000
S016C003P039R001A001	72057594037928910	0.069555	1.000000
S016C003P039R001A002	72057594037928910	0.088328	1.000000
S016C003P039R001A003	72057594037928910	0.074185	1.000000
S016C003P039R001A005	72057594037928910	0.108713	1.000000
S016C003P039R001A006	72057594037928910	0.062278	1.000000
S016C003P039R001A007	72057594037928910	0.092510	1.000000
S016C003P039R001A008	72057594037928910	0.075266	1.000000
S016C003P039R001A009	72057594037928910	0.071657	1.000000
S016C003P039R001A010	72057594037928910	0.066256	1.000000
S016C003P039R001A023	72057594037928910	0.059378	1.000000
S016C003P039R001A024	72057594037928910	0.077349	1.000000
S016C003P039R001A026	72057594037928910	0.079681	1.000000
S016C003P039R001A027	72057594037928910	0.053676	0.968254
S016C003P039R001A029	72057594037928910	0.070355	1.000000
S016C003P039R001A031	72057594037928910	0.054494	1.000000
S016C003P039R001A034	72057594037928910	0.075411	1.000000
S016C003P039R001A035	72057594037928910	0.065998	1.000000
S016C003P039R001A036	72057594037928910	0.053847	1.000000
S016C003P039R001A039	72057594037928910	0.066331	1.000000
S016C003P039R001A040	72057594037928910	0.063764	1.000000
S016C003P039R002A001	72057594037928910	0.066173	1.000000
S016C003P039R002A002	72057594037928910	0.062173	1.000000
S016C003P039R002A003	72057594037928910	0.068933	1.000000
S016C003P039R002A005	72057594037928910	0.068370	1.000000
S016C003P039R002A006	72057594037928910	0.086182	1.000000
S016C003P039R002A007	72057594037928910	0.077007	1.000000
S016C003P039R002A008	72057594037928910	0.086631	1.000000
S016C003P039R002A009	72057594037928910	0.095802	1.000000
S016C003P039R002A010	72057594037928910	0.093090	1.000000
S016C003P040R001A039	72057594037928910	0.080744	1.000000
S016C003P040R001A040	72057594037928910	0.093991	1.000000
S016C003P040R002A001	72057594037928910	0.091580	0.990000
S016C003P040R002A002	72057594037928910	0.116482	1.000000
S016C003P040R002A003	72057594037928910	0.113861	1.000000
S016C003P040R002A005	72057594037928910	0.093563	1.000000
S016C003P040R002A006	72057594037928910	0.082753	1.000000
S016C003P040R002A007	72057594037928910	0.083135	1.000000
S016C003P040R002A008	72057594037928910	0.083633	1.000000
S016C003P040R002A009	72057594037928910	0.083669	1.000000
S016C003P040R002A010	72057594037928910	0.081903	1.000000
S016C003P040R002A023	72057594037928910	0.063651	1.000000
S016C003P040R002A024	72057594037928910	0.081746	1.000000
S016C003P040R002A026	72057594037928910	0.087730	1.000000
S016C003P040R002A027	72057594037928910	0.070308	1.000000
S016C003P040R002A029	72057594037928910	0.074334	1.000000
S016C003P040R002A031	72057594037928910	0.100921	1.000000
S016C003P040R002A034	72057594037928910	0.083588	1.000000
S016C003P040R002A035	72057594037928910	0.070258	1.000000
S016C003P040R002A036	72057594037928910	0.073679	1.000000
S016C003P040R002A039	72057594037928910	0.068777	1.000000
S016C003P040R002A040	72057594037928910	0.076902	1.000000
S017C003P015R002A024	72057594037939303	0.074715	0.977778
S017C003P015R002A026	72057594037939303	0.103261	0.989011
S017C003P015R002A027	72057594037939303	0.097787	1.000000
S017C003P015R002A029	72057594037939303	0.101670	1.000000
S017C003P015R002A031	72057594037939303	0.100378	1.000000
S017C003P015R002A034	72057594037939303	0.098565	1.000000
S017C003P015R002A035	72057594037939303	0.101066	1.000000
S017C003P015R002A036	72057594037939303	0.104869	1.000000
S017C003P015R002A039	72057594037939303	0.100675	1.000000
S017C003P015R002A040	72057594037939303	0.097874	1.000000
S017C003P017R002A010	72057594037938774	0.072230	1.000000
